id,county,category-en,subcategory-en,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website-en,website-es,hours-en,hours-es,transportation-en,transportation-es,translation-en,translation-es,bilingual-en,bilingual-es,documents-en,documents-es,citizenship-en,citizenship-es,cost-en,cost-es,notes-en,notes-es,internal-note-en,notes-internal-en,notes-internal-es,amy-notes-en,amy-notes-es
35,Broome,Emergency assistance; Victim support; Mental health; Housing; Transportation,Food; Health accessibility; Housing improvements,Broome County Council of Churches: Faith in Action Volunteers,3 Otseningo St.,,,Binghamton,NY,13903,-75.896895,42.099826,(607) 724-9130,(607) 724-9148,mail@broomecouncil.net,http://www.broomecouncil.net,http://www.broomecouncil.net,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,Yes,Sí,No,No,No,No,"Yes, Social Security number","Sí, número del seguro social",Caution: Social security number required,PRECAUCIÓN: Numero de seguro social es requerido,Transportation: $2 donation suggested,Transporte: se sugiere una doncación de $2,,,"This office does not do Inmigración (deportación, ciudadanía y regularización) law.","Provides transportation, generally for medical appointments, for registered individuals who meet specific criteria. Must provide notice at least one week ahead; must provide referral from provider, family member or self. A home assessment must be conducted, which takes up to 2 weeks. Also have a jail ministry, food pantries, build ramps for wheelchair accessibility, and do hospital ministries","Provides transportation, generally for medical appointments, for reigstered individuals who meet specific criteria. Must provide notice at least one week ahead; must provide referral from provider, family member or self. A home assessment must be conducted, which takes up to 2 weeks. Also have a jail ministry, food pantries, build ramps for wheelchair accessibility, and do hospital ministries",,
37,Niagara,Emergency assistance,Food,Faith United Methodist Church,1449 Quaker Road,,,Barker,NY,14012,-78.555096,43.338129,(716) 795-9945,,https://www.unyumc.org/about/contact-us,http://www.unyumc.org/resources/church/barker-faith-umc,http://www.unyumc.org/resources/church/barker-faith-umc,Call for appointment,Llame para hacer una cita,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
38,Cattaraugus,Education,ESL; Adult education,Literacy Volunteers of Cattaraugus County,134 North 2nd St,Olean Public Library,,Olean,NY,14760,-78.432706,42.075863,(716) 372-8627,(716) 372-8651,khoughton@literacynewyork.org; olean1@aol.com,https://oleanny.com/Members/Family-Community-And-Non-Profit/Organization/Literacy-Volunteers-of-Cattaraugus-County.aspx?id=4369&type=company,https://oleanny.com/Members/Family-Community-And-Non-Profit/Organization/Literacy-Volunteers-of-Cattaraugus-County.aspx?id=4369&type=company,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,No,No,No,No,No,No,ID,Prueba de identidad,Not required,No es requerida,No cost,No hay costo,,,,"Individual literacy tutoring for adults, ESL tutoring.","Individual literacy tutoring for adults, ESL tutoring.",,
39,Cattaraugus,Labor,Job search assistance; Career advice; Training,Cattaraugus One-Stop Career Center,175 N. Union St,,,Olean,NY,14760,-78.430322,42.079065,(716) 373-1880,(716) 372-3564,https://www.cattco.org/contact-us,https://www.cattco.org/one-stop,https://www.cattco.org/one-stop,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,Yes,Sí,"Yes, Spanish","Sí, español",No,No,May require proof of legal working status,Precaución: Prueba de ciudadanía o estatus legal para trabajar puede ser requerido por algunos programas,Caution: May require proof of legal working status,PRECAUCIÓN: Prueba de estatus legal para trabajar puede ser requerida por algunos programas,No cost,No hay costo,,,,"One-stop workforce services, job database, career services and counseling, job training and education assistance.","One-stop workforce services, job database, career services and counseling, job training and education assistance.",,
40,Cattaraugus,Health; Housing; Mental health; Victim support; Financial help; Emergency assistance; Programs for families; Referral to other agencies,Health accessibility; Utility assistance; Domestic violence; Psychological support; Emergency financial aid; Food; Medicine; Programs for kids; Educational support; Childcare,Catholic Charities-Olean,2636 W. State St,Suite 301,,Olean,NY,14760,-78.461388,42.078277,(716) 372-0101,,https://www.ccwny.org/contact-us,www.ccwny.org,www.ccwny.org,M-F 8:45 AM- 4:45 PM,lunes-viernes 8:45AM-4:45PM,No,No,By appointment,Con cita,No,No,Depends on the program,Depende del programa,Not required,No es requerida,Depends on the service. Mostly Free --,Depende de los servicios. La mayoría de veces no hay costo,,,,"Domestic Violence Program for Men, Food, Medications and Utilities, Individual, Children & Family Counseling, Kinship Caregiver Program, Our Kids Parent Education and Awareness Program, Victim Services…","Domestic Violence Program for Men, Food, Medications and Utilities, Individual, Children & Family Counseling, Kinship Caregiver Program, Our Kids Parent Education and Awareness Program, Victim services…",,
41,Cattaraugus,Elderly services; Financial help; Housing; Victim support; Mental health; Emergency assistance; Programs for families; Referral to other agencies,Housing improvements; Affordable housing; Utility assistance; Domestic violence; Victim services; Psychological support; Food; Programs for kids; Educational support,"Cattaraugus Community Action, Inc. [CCA]",25 Jefferson St,,,Salamanca,NY,14779,-78.717278,42.153584,(716) 945-1041,(716) 945-1301,https://www.ccaction.org/contact-us,www.ccaction.org,www.ccaction.org,M-F 8:00 AM-5:00 PM,lunes-viernes 8:00AM-5:00PM,No,No,By appointment,Con cita,No,No,Depends on the program,Depende del programa,Not required,No es requerida,No cost,No hay costo,,,,"24/7 hotline; CCA offers services to victims, youth and family, homeless, and low-income. We provide self-sufficiency skills, energy conservation, and housing rehabilitation. Soup kitchen, emergency food, emergency prescription help, summer lunch for children. 888-945-3970 victim service hotline.","24/7 hotlline; CCA offers services to victims, youth and family, homeless, and low-income. We provide self-sufficiency skills, energy conservation, and housing rehabilitation. Soup kitchen, emergency food, emergency prescription help, summer lunch for children. 888-945-3970 victim service hotline.",,
42,Cattaraugus,Legal aid; Referral to other agencies,Immigration law; Labor rights; Other law,"Legal Assistance of Western New York, Inc.",103 South Barry Street,,,Olean,NY,14760,-78.427611,42.077372,(716) 373-4701,(716) 373-7771,,www.lawny.org,www.lawny.org,M-F 9:00 AM-5:00 PM,lunes-viernes 9:00AM-5:00PM,No,No,By appointment,"Sí, español",No,No,Depends on the case,Depende de cada caso,Not required,No es requerida,No cost,No hay costo,"No email, must call for legal screening",Tiene que llamar para una entrevista legal,,,,,
43,Cattaraugus,Education; Labor,ESL; Adult education; Career education; Job search assistance; Training,CORE,175 N. Union St.,,,Olean,NY,14760,-78.430322,42.079065,(716) 373-1880 ext. 277,,cgraff@lwny.org,https://core2learn.org/,https://core2learn.org/,M-F 8:30 AM-4:00 PM,lunes-viernes 8:30AM-4:00PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
44,Cattaraugus,Programs for families; Health; Mental health; Victim support,Parenting support; Psychological support; Programs for kids; Alcohol/drug addiction treatment; Victim services,Southern Tier Health Care System Inc,150 North Union Street,,,Olean,NY,14760,-78.429186,42.079007,(716) 372-0614,(716) 372-5217,https://www.sthcs.org/contact-us.html,http://www.sthcs.org/,http://www.sthcs.org/,M-F 8:00 AM-4:00 PM,lunes-viernes 8:00AM-4:00PM,No,No,By appointment,Con cita,No,No,ID; Health Insurance card if you have one,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,Not required,No es requerida,Depends on the service --,Varía según los servicios,,,,,,,
45,Cayuga,Education,ESL; Adult education,Literacy Volunteers of Cayuga County (Literacy New York),12 Allen St,,,Auburn,NY,13021,-76.587985,42.941897,(315) 253-5241,(315) 253-5996,lvacayco@dreamscape.com,https://www.facebook.com/pg/literacycayuga/about/?ref=page_internal / https://www.literacynewyork.org/location/view/11/Literacy-Volunteers-of-Cayuga-County,https://www.facebook.com/pg/literacycayuga/about/?ref=page_internal / https://www.literacynewyork.org/location/view/11/Literacy-Volunteers-of-Cayuga-County,M-F 9:30 AM-4:00 PM,lunes-viernes 9:30AM-4:00PM,No,No,By appointment,Con cita,No,No,Depends on the program,Depende del programa,Not required,No es requerida,No cost,No hay costo,,,,Provides ESL and adult basic education.,Provides ESL and adult basic education.,,
46,Cayuga,Emergency assistance; Victim support; Housing; Financial help; Programs for families; Legal aid; Housing; Labor,Clothing; Other needs; Domestic violence; Victim services; Affordable housing; Parenting support; Programs for kids; Family law; Utility assistance; Job search assistance; Training; Career advice,"Cayuga-Seneca Community Action Agency, Inc. (Agency Headquarters)",89 York St,Suite 1,,Auburn,NY,13021,-76.575283,42.950206,(315) 255-1703,(315) 252-3397,site1@cscaa.com,cscaa.com,cscaa.com,M-F 9:00 AM-5:00 PM,lunes-viernes 9:00AM-5:00PM,No,No,No,No,No,No,Depends on the program,Depende del programa,Not required,No es requerida,No cost,No hay costo,,,,,,,
47,Cayuga,Programs for families; Education,Programs for kids; Educational support; Childcare,"Cayuga-Seneca Community Action Agency, Inc. (Site 2)",1 Brookfield Place,,,Auburn,NY,13021,-76.587824,42.932025,(315) 252-0038,(315) 258-8569,site1@cscaa.com,cscaa.com,cscaa.com,M-F 9:00 AM-5:00 PM,lunes-viernes 9:00AM-5:00PM,No,No,"Yes, Spanish","Sí, español",No,No,Depends on the program,Depende del programa,Not required,No es requerida,No cost,No hay costo,,,,,,,
48,Cayuga,Legal aid,Other law,City of Auburn Human Rights Commission,17 William St,,,Auburn,NY,13021,-76.567707,42.929674,(315) 252-2929,(315) 253-3243,kburns@ci.auburn.ny.us,https://www.auburnny.gov/human-rights-commission,https://www.auburnny.gov/human-rights-commission,T-TH 9:00 AM-3:00 PM; Legal services F 9:00 AM-1:30 PM,martes-jueves 9:00AM-3:00PM; Servicios legales son viernes 9:00AM-1:30PM,No,No,By appointment,Con cita,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Provides answers to human rights questions, investigates discrimination charges, provides legal services.","Provides answers to human rights questions, investigates discrimination charges, provides legal services.",,
49,Cayuga,Health; Referral to other agencies,Women's health; General medicine; Specialty medicine; Dental; Health accessibility; Farm visits; Psychological support; Alcohol/drug addiction treatment,Port Byron Community Health Center,60 Main St,,,Port Byron,NY,13140,-76.62389,43.032433,(315) 776-9700,,info@flchealth.org,https://localcommunityhealth.com/medical/agricultural-workers/,https://localcommunityhealth.com/medical/agricultural-workers/,M 8:00 AM-8:00 PM; T 8:00 AM-5:00 PM; W 8:00 AM-6:00 PM; Th-F 8:00 AM-4:00 PM,lunes 8:00AM-8:00PM; martes 8:00AM-5:00PM; miércoles 8:00AM-6:00PM; jueves-viernes 8:00AM-4:00PM,Yes,Sí,Yes,Sí,Yes,Sí,ID (Foreign accepted); Health insurance card if you have one,Prueba de identidad (aceptan de otros países); Tarjeta de aseguranza de salud si tiene,Not required,No es requerida,Sliding scale,Varía dependiendo de su ingreso,,,,"Outreach, medical services, dental services, substance abuse services, pharmaceuticals, social services, transportation.","Outreach, medical services, dental services, substance abuse services, pharmaceuticals, social services, transportation.",,
50,Chautauqua,Health; Mental health; Programs for families,Women's health; General medicine; Specialty medicine; Dental; Health accessibility; Farm visits,"Chautauqua Opportunities, Inc.",17 W. Courtney Street,,,Dunkirk,NY,14048,-79.321083,42.480201,(716) 366-3333,(716) 366-7366,bmulkin@chautopp.org,www.chautauquaopportunities.com,www.chautauquaopportunities.com,M-F 8:30 AM-4:30 PM; Tu and Th 8:30 AM-6:00 PM,lunes-viernes 8:30AM-4:30PM; martes y jueves 8:30AM-6:00PM,Yes,Sí,"Yes, Spanish","Sí, español",Yes,Sí,ID; Health Insurance card if you have one,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,Not required,No es requerida,Sliding scale,Varía dependiendo de su ingreso,,,,"Housing, Childcare, Head start, Maternal and Child Health Care, Homecare Service Department, Disability services.","Housing, Childcare, Head start, Maternal and Child Health Care, Homecare Service Department, Disability services.",,
51,Chautauqua,Health; Programs for families; Referral to other agencies,Childcare,ABCD (Agri-Business Child Development) at Fredonia,145 E. Main St,,,Fredonia,NY,14063,-79.324379,42.443452,(716) 672-5395,(716) 679-0777,agrifred@netsync.net,http://www.abcdny.org/locations,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,Not at this time,No en este momento,"Yes, Spanish","Sí, español",Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,"Day care for children of migrant farmworkers 8 weeks to 5 years old, summer program for school-aged children, nurses, meals, and disability services.","Day care for children of migrant farmworkers 8 weeks to 5 years old, summer program for school-aged children, nurses, meals, and disability services.",,
52,Chautauqua,Education; Labor,Adult education; ESL; Career advice; Training; Job search assistance,Erie 2-Chautauqua-Cattaraugus BOCES: Adult Education - Angola,8685 Erie Road,,,Angola,NY,14006,-79.040011,42.648411,(716) 549-4454; (800) 228-1184,,https://www.e2ccb.org/contact.cfm?,www.e2ccb.org,www.e2ccb.org,M-F 8:00 AM-4:00 PM,lunes-viernes 8:00AM-4:00PM,No,No,No,No,No,No,Depends on the program,Depende del programa,Depends on the service,Depende del programa,No cost,No hay costo,,,,"GED, ESL, Literacy for adults, farm safety courses.","GED, ESL, Literacy for adults, farm safety courses.",,
53,Chautauqua,Education,Career advice,Literacy Volunteers of Chautauqua County,10 Park Place,,,Fredonia,NY,14063,-79.332795,42.440058,(716) 366-4438,,lvacc@netsync.net,https://www.lvccread.org/,https://www.lvccread.org/,W-SAT 10:00 AM-7:00 PM,miércoles - sábado 10:00AM-7:00PM,No,No,No,No,No,No,ID,Prueba de identidad,Not required,No es requerida,No cost,No hay costo,,,,"Individual literacy tutoring, ESL training, GED services.","Individual literacy tutoring, ESL training, GED services.",,
