id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,notes-internal,amy-notes
49,,Cayuga,Salud; Referencias a otros servicios,Salud de la mujer; Medicina general; Especialistas médicos; Dental; Acceso a cobertura de salud; Visitas a fincas; Apoyo psicológico; Tratamiento para alcoholismo/drogadicción,Port Byron Community Health Center,60 Main St,,,Port Byron,NY,13140,-76.623890,43.032433,(315) 776-9700,,info@flchealth.org,https://localcommunityhealth.com/medical/agricultural-workers/,lunes 8:00AM - 8:00PM; martes 8:00AM - 5:00PM; miercoles 8:00AM - 6:00PM; jueves-viernes 8:00AM - 4:00PM,Sí,Sí,Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,Depende los ingresos familiar ,,"Outreach, medical services, dental services, substance abuse services, pharmaceuticals, social services, transportation.",
50,,Chautauqua,Salud; Salud mental; Programas para familias,Salud de la mujer; Medicina general; Especialistas médicos; Dental; Acceso a cobertura de salud; Visitas a fincas; Apoyo psicológico; Tratamiento para alcoholismo/drogadicción; Centros para el cuidado de niños; Programas para niños,"Chautauqua Opportunities, Inc. ",17 W. Courtney Street,,,Dunkirk,NY,14048,-79.321083,42.480201,(716) 366-3333 ,(716) 366-7366,bmulkin@chautopp.org,www.chautauquaopportunities.com,lunes-viernes 8:30AM-4:30PM T and Th 8:30-6:00,Sí,"Sí, español",Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,Depende los ingresos familiar ,,"Housing, Childcare, Head start, Maternal and Child Health Care, Homecare Service Department, Disability services.",
51,,Chautauqua,Salud; Programas para familias; Referencias a otros servicios,Medicina general; Dental; Acceso a cobertura de salud; Programas para niños; Apoyo educativo; Centros para el cuidado de niños,Agri-Business Child Development (ABCD)-Fredonia,145 E. Main St,,,Fredonia,NY,14063,-79.324379,42.443452,(716) 672-5395,(716) 679-0777,agrifred@netsync.net,http://www.abcdny.org/locations,lunes-viernes 7:30AM-4:00PM,Sí,"Sí, español",Sí,Certificado de nacimiento de los niños; Prueba de trabajo o inscripción escolar de los padres,No requerido,Gratis,,"Day care for children of migrant farmworkers 8 weeks to 5 years old, summer program for school-aged children, nurses, meals, and disability services.",
52,,Chautauqua,Educación; Trabajo,Clases de inglés; Cursos para adultos; Capacitación profesional; Entrenamiento para el trabajo; Asesoramiento de carrera; Conseguir trabajo,Erie 2-Chautauqua-Cattaraugus BOCES: Adult Education - Angola,8685 Erie Road,,,Angola,NY,14006,-79.040011,42.648411,(716) 549-4454; (800) 228-1184 ,,https://www.e2ccb.org/contact.cfm?,www.e2ccb.org,lunes-viernes 8:00AM-4:00PM,No,No,No,Cursos de ingles gratis; otros cursos puede requerir prueba de estatus legal,No requerido por clases de inglés,Gratis,,"GED, ESL, Literacy for adults, farm safety courses.",
53,,Chautauqua,Educación,Clases de inglés; Cursos para adultos; Capacitación profesional,Literacy Volunteers of Chatauqua County,10 Park Place,,,Fredonia,NY,14063,-79.332795,42.440058,(716) 366-4438,,lvacc@netsync.net,https://www.lvccread.org/,miercoles - sabado 10:00AM-7:00PM,No,No,No,Prueba de identidad,No requerido,Gratis,,"Individual literacy tutoring, ESL training, GED services.",
54,,Chautauqua,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,Chautauqua Works - North County Dunkirk,407 Central Ave,,,Dunkirk,NY,14048,-79.334684,42.482763,(716) 366-9015; (877) 424-9031,716-366-0502,kgeise@chautauquaworks.com,www.chautauquaworks.com,lunes-viernes 8:30AM-4:30PM,,"Sí, español",No,Servicios de conseguir trabajo abierto a todos; Prueba de ciudadanía o estatus legal para trabajar puede ser requerido por algunos programas,PRECAUTIÓN: Prueba de ciudadanía o estatus legal para trabajar requerido ,Gratis,,"One-stop workforce services, job database, career services and counseling, employment workshops, referrals for ESL and literacy training, referrals and help paying for training and education, transportation and clothes.",
55,,Chautauqua,Trabajo,Conseguir trabajo; Entrenamiento para el trabajo; Asesoramiento de carrera,Chautauqua Works - South County Jamestown,4 E. 3rd Street,,,Jamestown,NY,14701,-79.241093,42.096340,(716) 661-9553; (877) 424-9031,716-664-9184,kgeise@chautauquaworks.com,www.chautauquaworks.com,lunes-viernes 8:30AM-4:30PM,,"Sí, español",No,Servicios de conseguir trabajo abierto a todos; Prueba de ciudadanía o estatus legal para trabajar puede ser requerido por algunos programas,PRECAUTIÓN: Prueba de ciudadanía o estatus legal para trabajar requerido ,Gratis,,"One-stop workforce services, job database, career services and counseling, employment workshops, referrals for ESL and literacy training, referrals and help paying for training and education, transportation and clothes.",
56,,Chautauqua,Ayuda financiera; Salud; Salud mental; Apoyo para víctimas; Vivienda; Asistencia en casos de emergencia; Programas para familias; Referencias a otros servicios,Alimentos; Ropa; Otras necesidades; Ayuda financiera de emergencia; Acceso a cobertura de salud; Apoyo psicológico; Violencia domestica; Asistencia para pagos de utilidad; Programas para niños; Apoyo para los padres,Catholic Charities - Dunkirk,425 Main Street,,,Dunkirk,NY,14048,-79.328344,42.482993,(716) 366-3533,716-363-1184,charity.lowry@ccwny.org,https://www.ccwny.org/location/browse?form_name=location_display_filter_block&form_event=submit&location_name=&service_id=&city=Dunkirk&zip_radius=5&zip_code=&submit_button=Search,lunes-viernes 8:45AM-4:30PM,No,Se puede pedir,No,No,No requerido,Depende los ingresos familiar / Gratis,,"Family counseling, food Emergency assistance, help pay for prescription medication, clothing.",
57,,Chautauqua,Ayuda financiera; Salud; Salud mental; Apoyo para víctimas; Vivienda; Programas para familias; Referencias a otros servicios,Ayuda financiera de emergencia; Acceso a cobertura de salud; Apoyo psicológico; Violencia domestica; Asistencia para pagos de utilidad; Ropa; Otras necesidades; Programas para niños; Apoyo para los padres,Catholic Charities - Jamestown,42 Dunham Ave,,,Jamestown,NY,14701,-79.283160,42.099056,(716) 484-9188,716-484-0766,charity.lowry@ccwny.org,https://www.ccwny.org/location/browse?form_name=location_display_filter_block&form_event=submit&location_name=&service_id=&city=Jamestown&zip_radius=5&zip_code=&submit_button=Search,lunes-viernes 8:45AM-4:30PM ,No,"Sí, español",No,No,No requerido,Depende los ingresos familiar/ Gratis,,"Family counseling, emergency food, emergency transportation for people to get to medical, help pay for prescription medication, parenting and domestic violence classes. As well as advoacy and referrals",
58,,Chautauqua,Asistencia en casos de emergencia; Programas para familias,Refugio de emergencia; Alimentos; Ropa; Apoyo para los padres; Otras necesidades,Chautauqua County Rural Ministry ,319 Washington Ave,,,Dunkirk,NY,14048,-79.333725,42.484225,(716) 366-1787,(716) 366-8322,ccrm@netsync.net,http://www.theccrm.org,lunes-viernes 8:00AM-4:00PM,No,Se puede pedir,No,No,No requerido,Gratis,,"Food pantry, soup kitchen, clothes, emergency housing.",
59,,Chautauqua,Salud; Educación,Medicina general; Dental; Clases de inglés,The Resource Center,200 Dunham Avenue,,,Jamestown,NY,14701,-79.283940,42.102142,(716) 483-2344,(716) 661-1419,,www.resourcecenteronline.org,lunes-viernes 8:00AM-4:30PM,No,"Sí, español",Sí,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,No requerido,Varía según los servicios,,"Primary care clinic, dental clinic, Mental health counseling in Jamestown and Dunkirk.",
60,,Chautauqua,Asistencia legal,"Inmigración (deportación, ciudadanía y regularización); Ley familiar; Otros casos legales","Legal Assistance of Western New York, Inc. ",115 East Third Street,,,Jamestown,NY,14701,-79.243231,42.095779,(716) 664-4535; (800) 664-4567,(716) 664-7179,,https://www.lawny.org/node/49/jamestown-location,"lunes-viernes 9:00am-12:00pm, 1:00pm-5:00pm",No,"Sí, español",No,Depende el caso legal,No requerido,Varía según los servicios,Tiene que llamar para una entrevista legal,,
61,,Chautauqua,Solamente transportación,,Chautauqua Area Regional Transit System [CARTS],234 Hopkins Street,,,Jamestown,NY,14701,-79.208336,42.111770,North County: (716) 665-6466 South County: (716) 665-6466,(716) 661-8470,,www.co.chautauqua.ny.us/carts/cartsframe.htm,lunes - viernes 7:00AM-5:00PM,Sí,No,No,No,No requerido,Varía según los servicios,,Public transportation throughout Chautauqua County.,
62,,Chautauqua,Educación,Clases de inglés,METS (Migrant Education Tutorial and Support Services),280 Central Avenue,W133 Thompson Hall,Fredonia College,Fredonia,NY,14063,-79.334211,42.453783,(716) 673-3526,,chris.casler@cortland.edu,www.nysmigrant.org/mets,lunes-viernes 9:00AM-5:00 PM,Maestros viajan a las casas de sus estudiantes,Sí,No,No,No requerido,Gratis,"Servicios para los condados siguientes: Broome, Cayuga, Chemung, Chenango, Cortland, Delaware, Otsego, Onondaga, Schoharie, Schuyler, Tioga y Tompkins",,
63,,Chemung,Educación; Vivienda; Programas para familias,Clases de inglés; Cursos para adultos; Mejoramiento de la vivienda; Programas para niños,Economic Opportunity Program of Chemung Counties ,650 Baldwin Street,,,Elmira,NY,14901,-76.806167,42.097229,(607) 734-6174,(607) 733-8126,https://www.cseop.org/contact-us,www.cseop.org,lunes - viernes 8:00AM-4:30PM,Maestros viajan a las casas de sus estudiantes,No,Sí,No,No requerido,Gratis,,Provides Clases de inglés tutoring and basic literacy tutorting,
64,,Chemung,Ayuda financiera; Vivienda; Trabajo; Asistencia en casos de emergencia; Programas para familias,Ayuda financiera de emergencia; Vivienda accesible; Conseguir trabajo; Entrenamiento para el trabajo; Alimentos; Ropa; Refugio de emergencia; Programas para niños,Salvation Army,414 Lake Street,,PO Box 293,Elmira,NY,14901,-76.803642,42.093714,(607) 732-0314,,https://empire.salvationarmy.org/EmpireNY/contact,https://empire.salvationarmy.org/,lunes - viernes 9:00AM-3:00PM,No,No,No,Prueba de dirección y identificación,No requerido,Gratis,,"Emergency food pantry, vouchers for Ropa, church services, and programs for children.",HOW TO LIST THIS SINCE THERE ARE MANY LOCATIONS?
65,,Chemung,Educación,Clases de inglés,METS (Migrant Educación Tutorial and Support Services),21 Graham Ave.,B-105 Van Hoesen Hall SUNY Cortland ,,Cortland,NY,13045,-76.191917,42.597302,(646) 734-5348,,chris.casler@cortland.edu,www.nysmigrant.org/mets,lunes - viernes 9:00AM-5:00PM,Maestros viajan a las casas de sus estudiantes,Sí,No,No,No requerido,Gratis,"Servicios para los condados siguientes: Broome, Cayuga, Chemung, Chenango, Cortland, Delaware, Otsego, Onondaga, Schoharie, Schuyler, Tioga y Tompkins",Provide Clases de inglés services to people 21 years or younger,
66,,Chemung,Asistencia legal,Ley familiar; Otros casos legales,Chemung County Neighborhood Legal Services,215 E Church Street,Suite 301,,Elmira,NY,14901,-76.804877,42.091088,(607) 734-1647,(607) 734-1018,,www.lawny.org/ ,lunes - viernes 8:30AM -4:30PM,No,Sí,No,Prueba de identidad,No requerido,Gratis,Tiene que llamar para una entrevista legal,provide legal services for low income people of the community,
67,,Chenango,Programas para familias,Programas para niños; Apoyo para los padres,Chenango County Department of Social Services,5 Court Street,County Office Building Rm 106,,Norwich,NY,13815,-75.526223,42.532246,(607) 337-1501,(607) 337-1525,,http://www.chenangodss.org/contact,lunes - viernes 8:30AM-5:00PM,No,Sí,No,Prueba de dirección,PRECAUCIÓN: Prueba de ciudadanía puede ser requerido por algunos programas,Gratis,,Provides assistance related to affordable Programas para familias.,
68,,Chenango,Educación,Clases de inglés; Cursos para adultos; Capacitación profesional,Delaware-Chenango-Madison-Otsego BOCES,6678 County Rd 32,,,Norwich,NY,13815,-75.520146,42.585313,(607) 335-1200,(607) 334-9848,beersb@dcmoboces.com,www.dcmoboces.com,lunes - viernes 8:00AM-4:00PM,No,No,No,No,No requerido por cursos de inglés; rueba de ciudadania puede ser requerido por algunos programas,Gratis,,"Provides Clases de inglés services, taped test required at BOCES before starting classes.",
69,,Chenango,Educación,Clases de inglés,METS (Migrant Educación Tutorial and Support Services),21 Graham Ave.,B-105 Van Hoesen Hall SUNY Cortland,,Cortland,NY,13045,-76.191917,42.597302,(646) 734-5348,,chris.casler@cortland.edu,www.nysmigrant.org/mets,lunes - viernes 9:00AM-5:00PM,Maestros viajan a las casas de sus estudiantes,Sí,No,No,No requerido,Gratis,"Servicios para los condados siguientes: Broome, Cayuga, Chemung, Chenango, Cortland, Delaware, Otsego, Onondaga, Schoharie, Schuyler, Tioga y Tompkins",Provide Clases de inglés services to people 21 years or younger,
70,,Chenango,Salud,Medicina general; Salud de la mujer,Chenango Health Network,24 Conkey Ave,,,Norwich,NY,13815,-75.525417,42.527426,(607) 337-4128,(607) 337-4276,info@chenangohealth.org,www.chenangoSalud.org,"lunes - viernes 8:30AM-12:00, 1:00-4:00PM",No,No,No,No,No requerido,Varía según los servicios,,"Application assistance for Medicaid, Family Salud Plus, Child Salud Plus, Saludy Living Partnership, Medicaid Breast and Cervical Treatment Program, Pharmaceutical Manufacturers Prescription Program. Cancer support services and Tobacco Free Chenango.",
71,,Chenango,Trabajo,Conseguir trabajo,Norwich CDO Worforce One-Stop Center,1 Ohara Drive,,,Norwich,NY,13815,-75.519633,42.520695,(607) 334-2201,(607) 334-6540,https://www.cdoworkforce.org/contact-us,www.cdoworkforce.org,lunes - viernes 8:30AM-5:00PM,No,Sí,No,Prueba de fecha de nacimiento,"No requerido para aceso al servicios, pero puede ser requerido por empleadores",Gratis,,"The goal of this organization is to coordinate workforce needs. Services include job-search assistance, occupational training, vocational counseling, various workshops, information on Trabajo laws and training programs, and referrals.",
72,,Clinton,Educación,Clases de inglés,Literacy Volunteers of Clinton County,21 Graham Ave.,,,Plattsburgh,NY,12901,-76.191917,42.597302,(518) 564-5332,,literacyvolunteer@gmail.com,www.lva-cc.org,"lunes miercoles jueves 8:00AM-7:00PM; martes 8:00AM-4:00PM, viernes 8:00AM-1:00PM",No,No,No,"Prueba de identidad; Van a pedir si tiene un numero de seguridad, pero no es necessario para recibir servicios",No requerido,Gratis,,Outreach in Keysville and in smaller towns north and south of Plattsburgh; basic literacy and Clases de inglés; mostly for adults but children can be tutored; outreach tutoring can occur for children if parents are there as well (family literacy emphasis).,
73,,Clinton,Educación; Trabajo; Capacitación en liderazgo; Programas para familias,Cursos para adultos; Capacitación profesional; Programas para niños; Entrenamiento para el trabajo; Asesoramiento de carrera,Cornell Cooperative Extension Clinton County ,6064 Route 22,,,Plattsburgh,NY,12901,-73.469277,44.721850,(518) 561-7450,(518) 561-0183,clinton@cornell.edu,www.cce.clinton.org,lunes - viernes 9:00AM-4:30PM,No,No,No,No,Depende el programa,Gratis,,,
