id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,amy-notes
57,,Chautauqua,Financial help; Health; Mental Health; Victim support; Housing; Emergency assistance; Programs for families; Referral to other agencies,Emergency financial aid; Health accessibility; Psychological support; Domestic violence; Utility assistance; Medicine; Clothing; Other needs; Programs for kids; Parenting support,Catholic Charities - Jamestown,42 Dunham Ave,,,Jamestown,NY,14701,-79.283160,42.099056,(716) 484-9188,(716) 484-0766,charity.lowry@ccwny.org,https://www.ccwny.org/location/browse?form_name=location_display_filter_block&form_event=submit&location_name=&service_id=&city=Jamestown&zip_radius=5&zip_code=&submit_button=Search,M-F 8:45AM-4:30PM,No,"Yes, Spanish",No,No,Not required,No cost/Sliding scale fee and insurance,"Family counseling, emergency food, emergency transportation for people to get to medical, help pay for prescription medication, parenting and domestic violence classes. As well as advocacy and referrals",
58,,Chautauqua,Emergency assistance; Programs for families,Emergency shelter; Food; Clothing; Parenting support; Other needs;,Chautauqua County Rural Ministry,319 Washington Ave,,,Dunkirk,NY,14048,-79.333725,42.484225,(716) 366-1787,(716) 366-8322,ccrm@netsync.net,http://www.theccrm.org,M-F 8:00AM-4:00 PM,No,By appointment,No,No,No,No cost,"Food pantry, soup kitchen, clothes, emergency housing.",
59,,Chautauqua,Health; Education,General medicine; Dental; ESL,The Resource Center,200 Dunham Avenue,,,Jamestown,NY,14701,-79.283940,42.102142,(716) 483-2344,(716) 661-1419,,www.resourcecenteronline.org,M-F 8:00AM-4:30PM,No,"Yes, Spanish",Yes,Depends on the program,Depends on the service,Varies,"Primary care clinic, dental clinic, mental health counseling in Jamestown and Dunkirk.",
60,,Chautauqua,Legal aid,Immigration Law; Family law; Other law,"Legal Assistance of Western New York, Inc.",115 East Third Street,,,Jamestown,NY,14701,-79.243231,42.095779,(716) 664-4535; (800) 664-4567,(716) 664-7179,,https://www.lawny.org/node/49/jamestown-location,M-F 9:00AM-12:00 PM; 1:00 PM-5:00 PM,No,"Yes, Spanish",No,Depends on the case,Not required,Depends on the service --,,
61,,Chautauqua,Transportation only,,Chautauqua Area Regional Transit System [CARTS],234 Hopkins Street,,,Jamestown,NY,14701,-79.208336,42.111770,North County: (716) 665-6466 South County: (716) 665-6466,(716) 661-8470,please call,www.co.chautauqua.ny.us/carts/cartsframe.htm,M-F 7:00AM-5:00 PM,Yes,No,No,No,Not required,Varies,Public transportation throughout Chautauqua County.,
62,,Chautauqua,Education,ESL,METS (Migrant Education Tutorial and Support Services),280 Central Avenue,W133 Thompson Hall,Fredonia College,Fredonia,NY,14063,-79.334211,42.453783,(716) 673-3526,,Eblisso2@gmail.com,www.nysmigrant.org/mets,M-F 9:00AM-5:00 PM,Teachers travel to students,Yes,No,No,Not required,No cost,,
63,,Chemung,Education; Housing; Programs for families,ESL; Adult education; Housing improvements; Programs for kids,Economic Opportunity Program of Chemung Counties,650 Baldwin Street,,,Elmira,NY,14901,-76.806167,42.097229,(607) 734-6174,(607) 733-8126,contact page on website,www.cseop.org,M-F 8:00AM-4:30PM,Only for after school programs,No,Yes,No,Not required,No cost,Provides ESL tutoring and basic literacy tutoring,
64,,Chemung,Financial help; Housing; Labor; Emergency assistance; Programs for families,Emergency financial aid; Affordable housing; Job search assistance; Training; Food; Clothing; Emergency shelter; Programs for kids,Salvation Army,414 Lake Street,,PO Box 293,Elmira,NY,14901,-76.803642,42.093714,(607) 732-0314,,contact page on website,https://empire.salvationarmy.org/,M-F 9:00AM-3:00 PM,No,No,No,Proof of address and photo ID,Not required,No cost,"Emergency food pantry, vouchers for clothing, church services, and programs for children.",HOW TO LIST THIS SINCE THERE ARE MANY LOCATIONS?
65,,Chemung,Education,ESL,METS (Migrant Education Tutorial and Support Services),21 Graham Ave.,B-105 Van Hoesen Hall SUNY Cortland,,Cortland,NY,13045,-73.942477,40.701926,(646) 734-5348,,Eblisso2@gmail.com,www.nysmigrant.org/mets,M-F 9:00AM-5:00 PM,Teachers travel to students,Yes,No,No,Not required,No cost,Provide ESL services to people 21 years or younger,
66,,Chemung,Legal aid,Family law; Other law,Chemung County Neighborhood Legal Services,215 E Church Street,Suite 301,,Elmira,NY,14901,-76.804877,42.091088,(607) 734-1647,(607) 734-1018,contact page on website,www.lawny.org/,M-F 8:30 AM-4:30PM,No,Yes,No,ID,Not required,No cost,provide legal services for low income people of the community,
67,,Chenango,Programs for families,Programs for kids; Parenting support,Chenango County Department of Social Services,5 Court Street,County Office Building Rm 106,,Norwich,NY,13815,-75.526223,42.532246,(607) 337-1501,(607) 337-1525,please call,http://www.chenangodss.org/contact,M-F 8:30 AM-5:00 PM,No,Yes,No,Proof of address,Caution: Proof of citizenship is required for most programs,No cost,Provides assistance related to affordable Programs for families.,
68,,Chenango,Education,ESL; Adult education; Career Education,Delaware-Chenango-Madison-Otsego BOCES,6678 County Rd 32,,,Norwich,NY,13815,-75.520146,42.585313,(607) 335-1200,(607) 334-9848,beersb@dcmoboces.com,www.dcmoboces.com,M-F 8:00AM-4:00 PM,No,No,No,No,"Not required for ESL classes, but proof of citizenship required for some programs",No cost,"Provides ESL services, taped test required at BOCES before starting classes.",
69,,Chenango,Education,ESL,METS (Migrant Education Tutorial and Support Services),21 Graham Ave.,B-105 Van Hoesen Hall SUNY Cortland,,Cortland,NY,13045,-73.942477,40.701926,(646) 734-5348,,Eblisso2@gmail.com,www.nysmigrant.org/mets,M-F 9:00AM-5:00 PM,Teachers travel to students,Yes,No,No,Not required,No cost,Provide ESL services to people 21 years or younger,
70,,Chenango,Health,General health; Women's health,Chenango Health Network,24 Conkey Ave,,,Norwich,NY,13815,-75.525417,42.527426,(607) 337-4128,(607) 337-4276,info@chenangohealth.org,www.chenangohealth.org,M-F 8:30 AM-12:00 and 1:00-4:00 PM,No,No,No,No,Not required,Depends on services,"Application assistance for Medicaid, Family Health Plus, Child Health Plus, Healthy Living Partnership, Medicaid Breast and Cervical Treatment Program, Pharmaceutical Manufacturers Prescription Program. Cancer support services and Tobacco Free Chenango.",
71,,Chenango,Labor,Job search assistance,Norwich CDO Workforce One-Stop Center,1 Ohara Drive,,,Norwich,NY,13815,-75.519633,42.520695,(607) 334-2201,(607) 334-6540,contact page on website,www.cdoworkforce.org,M-F 8:30 AM-5:00 PM,No,Yes,No,Proof of date of birth,"Citizenship or work status not required to use job search services and resume writing workshops, but cannot register for training",No cost,"The goal of this organization is to coordinate workforce needs. Services include job-search assistance, occupational training, vocational counseling, various workshops, information on labor laws and training programs, and referrals.",
72,,Clinton,Education,ESL,Literacy Volunteers of Clinton County,21 Graham Ave.,,,Plattsburgh,NY,12901,-73.942477,40.701926,(518) 564-5332,,literacy volunteer@gmail.com,www.lva-cc.org,"M, W, Th 8:00AM-7:00 PM; T 8:00AM-4:00 PM, F 8:00AM-1:00 PM",No,No,No,"ID; will ask for SS#, but is not required",Not required,No cost,Outreach in Keysville and in smaller towns north and south of Plattsburgh; basic literacy and ESL; mostly for adults but children can be tutored; outreach tutoring can occur for children if parents are there as well (family literacy emphasis).,
73,,Clinton,Education; Labor; Leadership training; Programs for families,Adult education; Career education; Programs for kids; Training; Career advice,Cornell Cooperative Extension Clinton County,6064 Route 22,,,Plattsburgh,NY,12901,-73.469277,44.721850,(518) 561-7450,(518) 561-0183,clinton@cornell.edu,www.cce.clinton.org,M-F 9:00AM-4:30PM,No,No,No,No,Depends on program,,,
74,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",54 Margaret Street,,,Plattsburgh,NY,12901,-73.452983,44.696996,(518) 561-6310 ,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-4:00 PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
75,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",3124 Miner Farm Road,,,Altona,NY,12901,-73.654770,44.888576,(518) 263-7621 ext 107,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
76,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",1908 Route 22,,,Keeseville,NY,12944,-73.492261,44.512542,(518) 834-9043,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
77,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",18 North Main Street,,,Ausable Forks,NY,12912,-73.674623,44.442517,(518) 647-5411 ext. 3,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
78,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",1104 Main Street,US Route 9,,Champlain,NY,12919,-73.447209,44.983285,(518) 298-2373,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
79,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",9631 Miner Farm Road,Route 22,,West Chazy,NY,12992,-73.565389,44.896495,(518) 439-3491,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
80,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",23 Smith Street,,,Churubusco,NY,12923,-73.928231,44.955895,(518) 497-6133,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
81,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",44 Emmons Street,,,Dannemora,NY,12929,-73.722078,44.713933,(518) 492-7357,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
82,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",16 St. Edmunds Way,,,Ellenburg Center,NY,12939,-73.838360,44.894132,(518) 594-3007,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
83,,Clinton,Emergency assistance; Health; Emergency assistance; Programs for families,Food; Health accessibility; Programs for kids; Parenting support; Housing improvements,"Joint Council For Economic Opportunity of Clinton and Franklin Counties, Inc.",3036 Main Street,,,Peru,NY,12972,-73.523965,44.582112,(518) 643-8455,(518) 562-2947,jceo@jceo.org,www.jceo.org,M-F 8:30 AM-12:30PM,Medical transportation,No,No,"ID if you have it, but can receive services without any documents",Not required,No cost,"Community, senior outreach, head start, daycare, emergency services, food pantry",
